"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT10","WT11","WT13","WT14","WT16","WT17","WT18","WT21","WV03"
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-09-28","   90","   90","5.14"," 1251",," 1215","0.00",,"0.0","0.0",,"85","67","  215","  140",,,"  135","10.1",,,"13.9","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-09-29","  100","  100","5.37"," 2352",," 2353","0.90",,"0.0","0.0",,"80","71","   50","  350",,,"  360","12.1",,,"18.3","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-09-30","   40","   40","14.32"," 1050",," 1455","0.00",,"0.0","0.0",,"82","69","  627","   10",,,"  360","17.9",,,"24.2",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-01","   10","   20","8.72"," 0253",," 0212","0.00",,"0.0","0.0",,"82","57","  653","   40",,,"   45","16.1",,,"25.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-02","    0","    0","5.59"," 2252",," 1417","0.00",,"0.0","0.0",,"85","55","  711","  250",,,"  360","12.1",,,"12.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-03","    0","    0","14.32"," 0553",," 0803","0.00",,"0.0","0.0",,"72","60","  709","   40",,,"   45","21.9",,,"25.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-04","    0","   10","8.50"," 0055",," 0208","0.00",,"0.0","0.0",,"72","50","  655","   40",,,"   45","16.1",,,"20.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-05","    0","    0","3.58"," 2050",," 1132","0.00",,"0.0","0.0",,"77","46","  644","  190",,,"  360","6.9",,,"13.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-06","    0","    0","7.61"," 1155",," 1126","0.00",,"0.0","0.0",,"83","52","  635","  260",,,"  270","15.0",,,"20.8","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-07","    0","    0","8.95"," 1355",," 1308","0.00",,"0.0","0.0",,"78","52","  702","  340",,,"  270","14.1",,,"19.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-08","    0","    0","8.50"," 1050",," 1202","0.00",,"0.0","0.0",,"76","51","  700","   50",,,"   45","13.0",,,"16.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-09","    0","    0","6.93"," 1355",," 1329","0.00",,"0.0","0.0",,"79","49","  614","   60",,,"   45","15.0",,,"21.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-10","    0","    0","6.49"," 1252",," 1244","0.00",,"0.0","0.0",,"81","54","  602","   40",,,"   45","14.1",,,"20.8","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-11","    0","    0","9.40"," 2352",," 2218","0.00",,"0.0","0.0",,"83","55","  680","   10",,,"  360","15.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-12","   10","   10","13.65"," 1251",," 2304","0.00",,"0.0","0.0",,"73","57","  562","   20",,,"  360","17.9",,,"25.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-13","    0","    0","8.50"," 2354",," 0110","0.00",,"0.0","0.0",,"72","49","  691","   30",,,"   45","16.1",,,"21.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-14","    0","   10","7.16"," 1050",," 0957","0.00",,"0.0","0.0",,"75","45","  577","  100",,,"   90","16.1",,,"20.8","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-15","   30","   30","6.04"," 1353",," 1229","0.00",,"0.0","0.0",,"75","45","  612","   40",,,"   90","13.0",,,"21.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-16","   10","   10","3.80"," 1353",," 1253","0.00",,"0.0","0.0",,"76","45","  611","   40",,,"   45","8.9",,,"13.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-17","    0","    0","3.36"," 1054",," 1158","0.00",,"0.0","0.0",,"81","44","  604","  320",,,"  315","10.1",,,"16.1","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-18","   30","   50","2.91"," 1452",," 1424","0.00",,"0.0","0.0",,"84","53","  522","   40",,,"   45","8.9",,,"11.4","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-19","   60","   70","3.58"," 1252",," 1301","0.00",,"0.0","0.0",,"83","55","  510","  150",,,"  135","12.1",,,"15.0","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-20","   70","   90","6.04"," 2353",," 2157","0.00",,"0.0","0.0",,"82","57","  316","  360",,,"  360","17.0",,,"25.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-21","   30","   30","16.33"," 0352",," 0627","0.00",,"0.0","0.0",,"68","57","  614","   10",,,"  360","23.0",,,"31.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-22","   50","   60","9.62"," 2353",," 1154","0.00",,"0.0","0.0",,"67","48","  592","   60",,,"   45","15.0",,,"21.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-23","   80","   90","10.29"," 1850",," 1138","0.00",,"0.0","0.0",,"77","52","  332","   90",,,"   45","15.0",,,"21.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-24","   80","   90","9.17"," 1950",," 1936","0.00",,"0.0","0.0",,"77","63","  344","   80",,,"   90","13.0",,,"16.1",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-25","   50","   60","6.26"," 1855",," 1908","0.00",,"0.0","0.0",,"79","60","  522","  150",,,"  135","8.9",,,"11.4","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-26","   80","  100","6.49"," 1335",," 1332","0.72",,"0.0","0.0",,"76","58","  163","  120",,,"  135","21.0",,,"27.5","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-27","   40","   20","13.42"," 0955",," 0921","0.00",,"0.0","0.0",,"74","60","  516","   20",,,"  360","17.9",,,"26.4","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-28","    0","    0","7.61"," 0852",," 1409","0.00",,"0.0","0.0",,"71","45","  666","   30",,,"  315","14.1",,,"16.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-29","    0","   10","6.04"," 1253",," 1034","0.00",,"0.0","0.0",,"73","41","  591","   20",,,"  135","13.0",,,"17.2",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-30","    0","    0","4.70"," 1353",," 1427","0.00",,"0.0","0.0",,"75","46","  552","   40",,,"   45","13.0",,,"13.9","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-10-31","    0","   10","6.26"," 1250",," 1559","0.00",,"0.0","0.0",,"79","49","  593","   40",,,"   90","14.1",,,"17.2","    1","    1",,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-01","    0","    0","4.47"," 1254",," 1507","0.00",,"0.0","0.0",,"80","50","  577","   40",,,"   90","12.1",,,"16.1","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-02","   30","   30","6.93"," 1354",," 1217","0.00",,"0.0","0.0",,"80","54","  531","  100",,,"   45","17.0",,,"23.0","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-03","   60","   70","8.72"," 1253",," 1146","0.00",,"0.0","0.0",,"74","60","  243","   60",,,"   45","15.0",,,"18.3","    1",,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-04","  100","  100","8.05"," 0755",," 1225","0.13",,"0.0","0.0",,"73","62","   56","   10",,,"  360","15.0",,,"18.3","    1",,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-05","    0","    0","11.41"," 2353",," 2358","0.00",,"0.0","0.0",,"81","60","  653","   30",,,"  360","19.9",,,"31.1","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-06","    0","    0","8.95"," 0254",," 0426","0.00",,"0.0","0.0",,"68","43","  652","   40",,,"   45","19.9",,,"30.0","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-07","   50","   70","9.40"," 0955",," 0958","0.00",,"0.0","0.0",,"75","44","  258","  120",,,"  135","16.1",,,"25.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-08","   70","   90","12.97"," 1050",," 1113","0.15",,"0.0","0.0",,"80","63","  298","  120",,,"  135","19.9",,,"25.3","    1",,"    1",,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-09","   90","   90","12.53"," 2150",," 2118","0.60",,"0.0","0.0",,"77","64","  112","  240",,,"  225","23.0",,,"30.0","    1",,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-10","  100","  100","14.76"," 1951",," 1722","0.00",,"0.0","0.0",,"64","48","    0","  360",,,"  360","19.9",,,"31.1","    1",,,,,,,,,,,"    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-11","   40","   30","13.20"," 1155",," 1157","0.00",,"0.0","0.0",,"59","41","  506","  330",,,"  315","17.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-12","   10","   10","5.82"," 0750",," 0117","0.00",,"0.0","0.0",,"62","39","  532","   60",,,"  360","12.1",,,"16.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-13","   70","   90","2.91"," 1253",," 1127","0.00",,"0.0","0.0",,"64","39","   96","   60",,,"   90","6.9",,,"10.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-14","   90","   90","8.95"," 1350",," 1421","0.00",,"0.0","0.0",,"75","51","  127","  150",,,"  135","17.0",,,"23.0","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-15","   70","   70","14.76"," 1455",," 1101","0.00",,"0.0","0.0",,"78","60","  287","  120",,,"  135","23.0",,,"31.1",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-16","  100","  100","17.90"," 0955",," 1048","1.50",,"0.0","0.0",,"81","63","   64","  140",,,"  180","31.1",,,"39.1","    1",,"    1",,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-17","   20","   30","6.49"," 0131",," 0133","0.00",,"0.0","0.0",,"71","49","  429","  290",,,"  270","15.0",,,"18.3","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-18","   50","   60","9.40"," 0854",," 0952","0.00",,"0.0","0.0",,"67","50","  459","   60",,,"   45","17.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-19","   40","   50","10.51"," 0955",," 2056","0.00",,"0.0","0.0",,"68","52","  393","  350",,,"  360","15.0",,,"25.3",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-20","    0","    0","11.63"," 0951",," 2209","0.00",,"0.0","0.0",,"65","49","  633","  360",,,"  360","16.1",,,"19.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-21","    0","   10","8.28"," 0855",," 0850","0.00",,"0.0","0.0",,"60","39","  509","   80",,,"   90","15.0",,,"20.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-22","   20","   20","7.61"," 1353",," 1311","0.00",,"0.0","0.0",,"72","36","  503","  160",,,"  180","16.1",,,"20.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-23","   10","   20","8.95"," 1455",," 1328","0.00",,"0.0","0.0",,"79","48","  500","  150",,,"  135","16.1",,,"18.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-24","   80","  100","11.18"," 1155",," 1434","0.00",,"0.0","0.0",,"78","61","  374","  160",,,"  135","17.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-25","  100","  100","9.17"," 1254",," 1309","0.00",,"0.0","0.0",,"78","60","  352","  180",,,"  180","15.0",,,"20.8",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-26","   70","   70","4.70"," 1052",," 1529","0.36",,"0.0","0.0",,"78","62","  271","  200",,,"   45","8.1",,,"11.4","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-27","   90","   90","7.38"," 2310",," 2341","0.04",,"0.0","0.0",,"76","58","   86","  300",,,"  270","14.1",,,"18.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-28","   40","   30","11.63"," 0355",," 0436","0.14",,"0.0","0.0",,"61","47","  371","  320",,,"  315","17.0",,,"25.3","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-29","   70","   90","6.93"," 1255",," 1408","0.00",,"0.0","0.0",,"60","44","  442","  340",,,"  315","12.1",,,"13.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-11-30","   40","   10","9.62"," 1255",," 1415","0.00",,"0.0","0.0",,"65","50","  473","  270",,,"  270","15.0",,,"19.5",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-01","   10","    0","5.82"," 1355",," 1237","0.00",,"0.0","0.0",,"64","39","  622","  320",,,"  270","14.1",,,"18.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-02","   10","   10","4.70"," 1352",," 1345","0.00",,"0.0","0.0",,"65","36","  474","  210",,,"  225","13.0",,,"13.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-03","   40","   80","9.17"," 1455",," 1537","0.00",,"0.0","0.0",,"74","40","  351","  250",,,"  225","19.9",,,"24.2","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-04","    0","    0","8.05"," 1052",," 1349","0.00",,"0.0","0.0",,"70","51","  487","   20",,,"  315","13.0",,,"16.1","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-05","   60","   60","8.28"," 0055",," 1156","0.00",,"0.0","0.0",,"64","43","  484","   40",,,"   90","13.0",,,"16.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-06","  100","  100","12.30"," 1255",," 2347","0.00",,"0.0","0.0",,"71","51","  173","  140",,,"  135","17.9",,,"27.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-07","  100","  100","11.63"," 0618",," 0003","0.50",,"0.0","0.0",,"71","59","  204","  120",,,"  135","19.9",,,"25.3",,,"    1",,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-08","   50","   70","6.49"," 0053",," 0053","0.00",,"0.0","0.0",,"75","53","  358","   90",,,"   90","14.1",,,"13.9","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-09","   70","  100","4.92"," 2355",," 1632","0.00",,"0.0","0.0",,"62","49","    0","  310",,,"  270","8.1",,,"10.3","    1","    1",,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-10","   40","   30","5.82"," 1355",," 1317","0.00",,"0.0","0.0",,"68","45","  436","  360",,,"  315","14.1",,,"18.3","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-11","   40","   60","8.28"," 1355",," 1521","0.00",,"0.0","0.0",,"76","47","  312","  220",,,"  225","16.1",,,"20.8","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-12","   90","  100","5.37"," 1450",," 1154","0.00",,"0.0","0.0",,"70","60","   92","   20",,,"  360","10.1",,,"13.9","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-13","  100","  100","10.29"," 0850",," 1502","0.00",,"0.0","0.0",,"74","60","  189","   80",,,"  135","15.0",,,"21.9","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-14","  100","  100","16.11"," 2255",," 1054","0.04",,"0.0","0.0",,"78","69","   59","  190",,,"  180","23.0",,,"34.4","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-15","   80","   80","16.11"," 0006",," 0006","0.03",,"0.0","0.0",,"74","44","  247","  280",,,"  270","30.0",,,"38.0",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-16","   40","   40","13.42"," 0753",," 0922","0.00",,"0.0","0.0",,"51","39","  402","   10",,,"  360","17.9",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-17","   40","   40","9.40"," 0451",," 0502","0.00",,"0.0","0.0",,"50","37","  451","   40",,,"   45","17.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-18","   90","  100","8.50"," 2353",," 2320","0.00",,"0.0","0.0",,"57","38","  254","   80",,,"   90","12.1",,,"16.1",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-19","  100","  100","12.97"," 1418",," 1401","0.00",,"0.0","0.0",,"72","52","    4","  160",,,"  135","23.0",,,"33.3","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-20","  100","  100","6.93"," 2354",," 0031","0.04",,"0.0","0.0",,"68","59","    0","  360",,,"  180","12.1",,,"18.3","    1",,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-21","  100","  100","8.28"," 0712",," 0710","1.86",,"0.0","0.0",,"59","55","    0","   20",,,"  360","16.1",,,"18.3","    1",,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-22","   50","   60","5.82"," 1320",," 1348","0.00",,"0.0","0.0",,"66","49","  219","  310",,,"  360","10.1",,,"11.4","    1",,,,,,,,,,,"    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-23","   80","   70","7.83"," 2355",," 2348","0.02",,"0.0","0.0",,"73","45","  220","  170",,,"  180","15.0",,,"18.3","    1","    1",,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-24","  100","  100","12.53"," 1355",," 1238","0.00",,"0.0","0.0",,"78","68","  133","  170",,,"  180","19.9",,,"26.4","    1",,,,,,,,,,,"    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-25","  100","  100","12.30"," 1254",," 0855","0.00",,"0.0","0.0",,"79","69","  150","  170",,,"  180","19.9",,,"25.3","    1",,,,,,,,,,,"    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-26","  100","  100","9.40"," 1355",," 1334","0.00",,"0.0","0.0",,"80","71","   36","  180",,,"  180","13.0",,,"20.8","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-27","  100","  100","8.05"," 1721",," 1731","0.22",,"0.0","0.0",,"77","59","   23","  330",,,"  315","15.0",,,"16.1","    1","    1",,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-28","   80","   80","14.09"," 2352",," 2349","0.00",,"0.0","0.0",,"59","44","  276","  330",,,"  315","28.0",,,"33.3","    1","    1",,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-29","   10","   10","14.09"," 2352",," 0038","0.00",,"0.0","0.0",,"51","38","  433","  330",,,"  360","28.0",,,"31.1",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-30","   80","  100","9.40"," 1555",," 1558","0.00",,"0.0","0.0",,"54","40","    0","  120",,,"  135","15.0",,,"16.1",,,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1987-12-31","  100","  100","6.49"," 2155",," 0750","0.17",,"0.0","0.0",,"62","54","    0","  150",,,"  135","10.1",,,"13.9","    1","    1",,,,,,"    1",,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-01","  100","  100","8.72"," 2352",," 1834","0.64",,"0.0","0.0",,"64","45","    0","   20",,,"  360","17.0",,,"24.2","    1","    1",,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-02","  100","  100","13.20"," 0555",," 0109","0.14",,"0.0","0.0",,"51","42","    4","   30",,,"   45","17.0",,,"25.3",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-03","  100","  100","10.51"," 0350",," 0318","0.00",,"0.0","0.0",,"52","47","    0","   60",,,"   45","14.1",,,"20.8",,,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-04","   60","   70","12.53"," 1355",," 1104","0.00",,"0.0","0.0",,"53","43","  333","  350",,,"  360","19.9",,,"25.3","    1",,,,,,,,,,,"    1",,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-05","   20","   10","11.41"," 0950",," 0817","0.00",,"0.0","0.0",,"52","37","  467","   60",,,"   45","19.9",,,"25.3",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-06","  100","  100","13.42"," 1253",," 0855","0.00",,"0.0","0.0",,"47","38","    2","   90",,,"   90","17.0",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-07","  100","  100","11.86"," 1752",," 2021","0.49",,"0.0","0.0",,"50","38","    0","  360",,,"  360","16.1",,,"20.8","    1",,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-08","  100","  100","11.41"," 0350",," 0347","0.00",,"0.0","0.0",,"38","34","    0","  350",,,"  360","15.0",,,"20.8","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-09","   80","  100","10.07"," 0933",," 2311","0.01",,"0.0","0.0",,"42","35","    0","   30",,,"  360","13.0",,,"15.0","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-10","   40","   30","10.96"," 1013",," 2024","0.00",,"0.0","0.0",,"49","32","  429","   10",,,"  360","15.0",,,"18.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-11","   20","   10","7.61"," 0650",," 0710","0.00",,"0.0","0.0",,"51","32","  515","   50",,,"   45","15.0",,,"18.3","    1",,,,,,,"    1",,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-12","   80","  100","10.29"," 1455",," 1422","0.00",,"0.0","0.0",,"69","39","   72","  170",,,"  135","17.9",,,"21.9","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-13","   80","   90","14.32"," 0320",," 0322","0.07",,"0.0","0.0",,"60","38","  305","  330",,,"  315","25.1",,,"34.4","    1",,,,,,,,,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-14","   60","   80","10.29"," 0354",," 0829","0.00",,"0.0","0.0",,"48","33","  348","   50",,,"   45","17.9",,,"23.0",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-15","   50","   60","5.14"," 1950",," 1952","0.00",,"0.0","0.0",,"56","29","  483","  120",,,"  135","10.1",,,"13.9",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-16","  100","  100","10.29"," 2150",," 2247","0.19",,"0.0","0.0",,"64","40","    0","  140",,,"  135","17.9",,,"25.3","    1",,,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-17","   90","   90","8.28"," 2353",," 1106","0.40",,"0.0","0.0",,"76","57","  135","  130",,,"  180","16.1",,,"18.3","    1","    1",,,,,,"    1",,,,,"    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-18","  100","   90","8.95"," 2353",," 1927","0.00",,"0.0","0.0",,"78","62","  106","  170",,,"  135","14.1",,,"20.8","    1","    1",,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-19","  100","  100","16.55"," 1455",," 1240","0.10",,"0.0","0.0",,"75","61","    1","  190",,,"  180","29.1",,,"41.4","    1",,,,,,,,,,,"    1","    1",,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-20","   60","   90","9.40"," 1050",," 2049","0.00",,"0.0","0.0",,"64","45","  445","  340",,,"  315","19.9",,,"23.0","    1",,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-21","   40","   30","12.53"," 1155",," 0229","0.00",,"0.0","0.0",,"52","39","  481","  300",,,"  360","17.0",,,"27.5",,,,,,,,,,,,,,,,,
"USW00012916","NEW ORLEANS AIRPORT, LA US","1988-01-22","    0","    0","7.61"," 1251",," 1304","0.00",,"0.0","0.0",,"54","32","  512","  340",,,"  360","16.1",,,"18.3",,,,,,,,,,,,,,,,,
